artist,score,category
Wangechi Mutu,0.6394607,n
Peter Milligan,0.6391612,digipa-high-impact
Dalí,0.45400402,digipa-low-impact
Élisabeth Vigée Le Brun,0.6388982,fineart
Beth Conklin,0.6388204,digipa-high-impact
Charles Alphonse du Fresnoy,0.63881266,fineart
Thomas Benjamin Kennington,0.56668127,fineart
Jim Woodring,0.5625168,fineart
Francisco Oller,0.63846034,fineart
Csaba Markus,0.6384506,fineart
Botero,0.63843524,scribbles
Bill Henson,0.5394536,digipa-high-impact
Anna Bocek,0.6382304,scribbles
Hugo van der Goes,0.63822484,fineart
Robert William Hume,0.5433574,fineart
Chip Zdarsky,0.6381826,cartoon
Daniel Seghers,0.53494316,fineart
Richard Doyle,0.6377541,fineart
Hendrick Terbrugghen,0.63773805,fineart
Joe Madureira,0.6377177,special
Floris van Schooten,0.6376191,fineart
Jeff Simpson,0.3959046,fineart
Albert Joseph Moore,0.6374316,fineart
Arthur Merric Boyd,0.6373228,fineart
Amadeo de Souza Cardoso,0.5927926,fineart
Os Gemeos,0.6368859,digipa-high-impact
Giovanni Boldini,0.6368698,fineart
Albert Goodwin,0.6368695,fineart
Hans Eduard von Berlepsch-Valendas,0.61562145,fineart
Edmond Xavier Kapp,0.5758474,fineart
François Quesnel,0.6365935,fineart
Nathan Coley,0.6365817,digipa-high-impact
Jasmine Becket-Griffith,0.6365083,digipa-high-impact
Raphaelle Peale,0.6364422,fineart
Candido Portinari,0.63634276,fineart
Edward Dugmore,0.63179636,fineart
Anders Zorn,0.6361722,fineart
Ed Emshwiller,0.63615763,fineart
Francis Coates Jones,0.6361159,fineart
Ernst Haas,0.6361123,digipa-high-impact
Dirck van Baburen,0.6213001,fineart
René Lalique,0.63594735,fineart
Sydney Prior Hall,0.6359345,fineart
Brad Kunkle,0.5659712,fineart
Corneille,0.6356381,fineart
Henry Lamb,0.63560975,fineart
Dirck Hals,0.63559663,fineart
Alex Grey,0.62908936,nudity
Michael Heizer,0.63555753,fineart
Yiannis Moralis,0.61731136,fineart
Emily Murray Paterson,0.4392335,fineart
Georg Friedrich Kersting,0.6256248,fineart
Frances Hodgkins,0.6352128,fineart
Charles Cundall,0.6349486,fineart
Henry Wallis,0.63478243,fineart
Goro Fujita,0.6346491,cartoon
Jean-Léon Gérôme,0.5954844,fineart
August von Pettenkofen,0.60910493,fineart
Abbott Handerson Thayer,0.63428533,fineart
Martin John Heade,0.5926603,fineart
Ellen Jewett,0.63420236,digipa-high-impact
Hidari Jingorō,0.63388014,fareast
Taiyō Matsumoto,0.63372946,special
Emanuel Leutze,0.6007246,fineart
Adam Martinakis,0.48973057,digipa-med-impact
Will Eisner,0.63349223,cartoon
Alexander Stirling Calder,0.6331682,fineart
Saturno Butto,0.6331184,nudity
Cecilia Beaux,0.6330725,fineart
Amandine Van Ray,0.6174208,digipa-high-impact
Bob Eggleton,0.63277495,digipa-high-impact
Sherree Valentine Daines,0.63274443,fineart
Frederick Lord Leighton,0.6299176,fineart
Daniel Ridgway Knight,0.63251615,fineart
Gaetano Previati,0.61743724,fineart
John Berkey,0.63226986,fineart
Richard Misrach,0.63201725,digipa-high-impact
Aaron Jasinski,0.57948315,fineart
"Edward Otho Cresap Ord, II",0.6317712,fineart
Evelyn De Morgan,0.6317376,fineart
Noelle Stevenson,0.63159716,digipa-high-impact
Edward Robert Hughes,0.6315573,fineart
Allan Ramsay,0.63150716,fineart
Balthus,0.6314323,scribbles
Hendrick Cornelisz Vroom,0.63143134,digipa-high-impact
Ilya Repin,0.6313043,fineart
George Lambourn,0.6312267,fineart
Arthur Hughes,0.6310194,fineart
Antonio J. Manzanedo,0.53841716,fineart
John Singleton Copley,0.6264835,fineart
Dennis Miller Bunker,0.63078755,fineart
Ernie Barnes,0.6307126,cartoon
Alison Kinnaird,0.6306353,digipa-high-impact
Alex Toth,0.6305541,digipa-high-impact
Henry Raeburn,0.6155551,fineart
Alice Bailly,0.6305177,fineart
Brian Kesinger,0.63037646,scribbles
Antoine Blanchard,0.63036835,fineart
Ron Walotsky,0.63035095,fineart
Kent Monkman,0.63027304,fineart
Naomi Okubo,0.5782754,fareast
Hercules Seghers,0.62957174,fineart
August Querfurt,0.6295643,fineart
Samuel Melton Fisher,0.6283333,fineart
David Burdeny,0.62950236,digipa-high-impact
George Bain,0.58519644,fineart
Peter Holme III,0.62938106,fineart
Grayson Perry,0.62928164,digipa-high-impact
Chris Claremont,0.6292076,digipa-high-impact
Dod Procter,0.6291759,fineart
Huang Tingjian,0.6290358,fareast
Dorothea Warren O'Hara,0.6290113,fineart
Ivan Albright,0.6289551,fineart
Hubert von Herkomer,0.6288955,fineart
Barbara Nessim,0.60589516,digipa-high-impact
Henry Scott Tuke,0.6286309,fineart
Ditlev Blunck,0.6282925,fineart
Sven Nordqvist,0.62828535,fineart
Lee Madgwick,0.6281731,fineart
Hubert van Eyck,0.6281529,fineart
Edmond Bille,0.62339354,fineart
Ejnar Nielsen,0.6280824,fineart
Arturo Souto,0.6280583,fineart
Jean Giraud,0.6279888,fineart
Storm Thorgerson,0.6277394,digipa-high-impact
Ed Benedict,0.62764007,digipa-high-impact
Christoffer Wilhelm Eckersberg,0.6014842,fineart
Clarence Holbrook Carter,0.5514105,fineart
Dorothy Lockwood,0.6273235,fineart
John Singer Sargent,0.6272487,fineart
Brigid Derham,0.6270125,digipa-high-impact
Henricus Hondius II,0.6268505,fineart
Gertrude Harvey,0.5903887,fineart
Grant Wood,0.6266253,fineart
Fyodor Vasilyev,0.5234919,digipa-med-impact
Cagnaccio di San Pietro,0.6261671,fineart
Cagnaccio Di San Pietro,0.6261671,fineart
Doris Boulton-Maude,0.62593174,fineart
Adolf Hirémy-Hirschl,0.5946784,fineart
Harold von Schmidt,0.6256755,fineart
Martine Johanna,0.6256161,digipa-high-impact
Gerald Kelly,0.5579602,digipa-high-impact
Ub Iwerks,0.625396,cartoon
Dirck van der Lisse,0.6253871,fineart
Edouard Riou,0.6250113,fineart
Ilya Yefimovich Repin,0.62491584,fineart
Martin Johnson Heade,0.59421235,fineart
Afarin Sajedi,0.62475824,scribbles
Alfred Thompson Bricher,0.6247515,fineart
Edwin G. Lucas,0.5553578,fineart
Georges Emile Lebacq,0.56175387,fineart
Francis Davis Millet,0.5988504,fineart
Bill Sienkiewicz,0.6125557,digipa-high-impact
Giocondo Albertolli,0.62441677,fineart
Victor Nizovtsev,0.6242258,fineart
Squeak Carnwath,0.62416434,digipa-high-impact
Bill Viola,0.62409425,digipa-high-impact
Annie Abernethie Pirie Quibell,0.6240767,fineart
Jason Edmiston,0.62405366,fineart
Al Capp,0.6239494,fineart
Kobayashi Kiyochika,0.6239368,anime
Albert Anker,0.62389827,fineart
Iain Faulkner,0.62376785,fineart
Todd Schorr,0.6237408,fineart
Charles Ginner,0.62370133,fineart
Emile Auguste Carolus-Duran,0.62353987,fineart
John Philip Falter,0.623418,cartoon
Chizuko Yoshida,0.6233001,fareast
Anna Dittmann,0.62327325,cartoon
Henry Snell Gamley,0.62319934,fineart
Edmund Charles Tarbell,0.6230626,fineart
Rob Gonsalves,0.62298363,fineart
Gladys Dawson,0.6228511,fineart
Tomma Abts,0.61153626,fineart
Kate Beaton,0.53993124,digipa-high-impact
Gustave Buchet,0.62243867,fineart
Gareth Pugh,0.6223551,digipa-high-impact
Caspar van Wittel,0.57871693,fineart
Anton Otto Fischer,0.6222941,fineart
Albert Guillaume,0.56529653,fineart
Felix Octavius Carr Darley,0.62223387,fineart
Bernard van Orley,0.62221646,fineart
Edward John Poynter,0.60147405,fineart
Walter Percy Day,0.62207425,fineart
Franciszek Starowieyski,0.5709621,fineart
Auguste Baud-Bovy,0.6219854,fineart
Chris LaBrooy,0.45497298,digipa-low-impact
Abraham de Vries,0.5859101,fineart
Antoni Gaudi,0.62162614,fineart
Joe Jusko,0.62156093,digipa-high-impact
Lynda Barry,0.62154603,digipa-high-impact
Michal Karcz,0.62154436,digipa-high-impact
Raymond Briggs,0.62150294,fineart
Herbert James Gunn,0.6210927,fineart
Dwight William Tryon,0.620984,fineart
Paul Henry,0.5752968,fineart
Helio Oiticica,0.6203739,digipa-high-impact
Sebastian Errazuriz,0.62036186,digipa-high-impact
Lucian Freud,0.6203146,nudity
Frank Auerbach,0.6201102,weird
Andre-Charles Boulle,0.6200789,fineart
Franz Fedier,0.5669752,fineart
Austin Briggs,0.57675314,fineart
Hugo Sánchez Bonilla,0.61978436,digipa-high-impact
Caroline Chariot-Dayez,0.6195682,digipa-high-impact
Bill Ward,0.61953044,digipa-high-impact
Charles Bird King,0.6194487,fineart
Adrian Ghenie,0.6193521,digipa-high-impact
Agnes Cecile,0.6192814,digipa-high-impact
Augustus John,0.6191995,fineart
Jeffrey T. Larson,0.61913544,fineart
Alexis Simon Belle,0.3190395,digipa-low-impact
Jean-Baptiste Monge,0.5758537,fineart
Adolf Bierbrauer,0.56129396,fineart
Ayako Rokkaku,0.61891204,fareast
Lisa Keene,0.54570895,digipa-high-impact
Edmond Aman-Jean,0.57168096,fineart
Marc Davis,0.61837333,cartoon
Cerith Wyn Evans,0.61829346,digipa-high-impact
George Wyllie,0.61829203,fineart
George Luks,0.6182724,fineart
William-Adolphe Bouguereau,0.618265,c
Grigoriy Myasoyedov,0.61801606,fineart
Hashimoto Gahō,0.61795104,fineart
Charles Ragland Bunnell,0.61772746,fineart
Ambrose McCarthy Patterson,0.61764514,fineart
Bill Brauer,0.5824066,fineart
Mikko Lagerstedt,0.591015,digipa-high-impact
Koson Ohara,0.53635323,fineart
Evaristo Baschenis,0.5857368,fineart
Martin Ansin,0.5294119,fineart
Cory Loftis,0.6168619,cartoon
Joseph Stella,0.6166778,fineart
André Pijet,0.5768274,fineart
Jeff Wall,0.6162895,digipa-high-impact
Eleanor Layfield Davis,0.6158844,fineart
Saul Tepper,0.61579347,fineart
Alex Hirsch,0.6157384,cartoon
Alexandre Falguière,0.55011404,fineart
Malcolm Liepke,0.6155646,fineart
Georg Friedrich Schmidt,0.60364646,fineart
Hendrik Kerstens,0.55099905,digipa-high-impact
Félix Bódog Widder,0.6153954,fineart
Marie Guillemine Benoist,0.61532974,fineart
Kelly Mckernan,0.60047054,digipa-high-impact
Ignacio Zuloaga,0.6151608,fineart
Hubert van Ravesteyn,0.61489964,fineart
Angus McKie,0.61487424,digipa-high-impact
Colin Campbell Cooper,0.6147882,fineart
Pieter Aertsen,0.61454165,fineart
Jan Brett,0.6144608,fineart
Kazuo Koike,0.61438507,fineart
Edith Grace Wheatley,0.61428297,fineart
Ogawa Kazumasa,0.61427975,fareast
Giovanni Battista Cipriani,0.6022825,fineart
André Bauchant,0.57124996,fineart
George Abe,0.6140447,digipa-high-impact
Georges Lemmen,0.6139967,scribbles
Frank Leonard Brooks,0.6139327,fineart
Gai Qi,0.613744,anime
Frank Gehry,0.6136776,digipa-high-impact
Anton Domenico Gabbiani,0.55471313,fineart
Cassandra Austen,0.6135781,fineart
Paul Gustav Fischer,0.613273,fineart
Emiliano Di Cavalcanti,0.6131207,fineart
Meryl McMaster,0.6129995,digipa-high-impact
Domenico di Pace Beccafumi,0.6129922,fineart
Ludwig Mies van der Rohe,0.6126692,fineart
Étienne-Louis Boullée,0.6126158,fineart
Dali,0.5928694,nudity
Shinji Aramaki,0.61246127,anime
Giovanni Fattori,0.59544694,fineart
Bapu,0.6122084,c
Raphael Lacoste,0.5539114,digipa-high-impact
Scarlett Hooft Graafland,0.6119631,digipa-high-impact
Rene Laloux,0.61190474,fineart
Julius Horsthuis,0.59037095,fineart
Gerald van Honthorst,0.6115939,fineart
Dino Valls,0.611533,fineart
Tony DiTerlizzi,0.6114657,cartoon
Michael Cheval,0.61138546,anime
Charles Schulz,0.6113759,digipa-high-impact
Alvar Aalto,0.61122143,digipa-high-impact
Gu Kaizhi,0.6110798,fareast
Eugene von Guerard,0.6109776,fineart
John Cassaday,0.610949,fineart
Elizabeth Forbes,0.61092335,fineart
Edmund Greacen,0.6109115,fineart
Eugène Burnand,0.6107876,fineart
Boris Grigoriev,0.6107853,scribbles
Norman Rockwell,0.6107638,fineart
Barthélemy Menn,0.61064315,fineart
George Biddle,0.61058354,fineart
Edgar Ainsworth,0.5525424,digipa-high-impact
Alfred Leyman,0.5887217,fineart
Tex Avery,0.6104007,cartoon
Beatrice Ethel Lithiby,0.61030364,fineart
Grace Pailthorpe,0.61026484,digipa-high-impact
Brian Oldham,0.396231,digipa-low-impact
Android Jones,0.61023116,fareast
François Girardon,0.5830649,fineart
Ib Eisner,0.61016303,digipa-high-impact
Armand Point,0.610156,fineart
Henri Alphonse Barnoin,0.59465057,fineart
Jean Marc Nattier,0.60987425,fineart
Francisco de Holanda,0.6091294,fineart
Marco Mazzoni,0.60970783,fineart
Esaias Boursse,0.6093308,fineart
Alexander Deyneka,0.55000365,fineart
John Totleben,0.60883725,fineart
Al Feldstein,0.6087723,fineart
Adam Hughes,0.60854626,anime
Ernest Zobole,0.6085073,fineart
Alex Gross,0.60837066,digipa-high-impact
George Jamesone,0.6079673,fineart
Frank Lloyd Wright,0.60793245,scribbles
Brooke DiDonato,0.47680336,digipa-med-impact
Hans Gude,0.60780364,fineart
Ethel Schwabacher,0.60748273,fineart
Gladys Kathleen Bell,0.60747695,fineart
Adolf Fényes,0.54192233,fineart
Carel Willink,0.58120143,fineart
George Henry,0.6070727,digipa-high-impact
Ronald Balfour,0.60697085,fineart
Elsie Dalton Hewland,0.6067718,digipa-high-impact
Alex Maleev,0.6067118,fineart
Anish Kapoor,0.6067015,digipa-high-impact
Aleksandr Ivanovich Laktionov,0.606544,fineart
Kim Keever,0.6037775,digipa-high-impact
Aleksi Briclot,0.46056762,fineart
Raymond Leech,0.6062721,fineart
Richard Eurich,0.6062664,fineart
Phil Jimenez,0.60625625,cartoon
Gao Cen,0.60618126,nudity
Mike Deodato,0.6061201,cartoon
Charles Haslewood Shannon,0.6060581,fineart
Alexandre Jacovleff,0.3991747,digipa-low-impact
André Beauneveu,0.584062,fineart
Hiroshi Honda,0.60507596,digipa-high-impact
Charles Joshua Chaplin,0.60498774,fineart
Domenico Zampieri,0.6049726,fineart
Gusukuma Seihō,0.60479784,fareast
Nikolina Petolas,0.46318632,digipa-low-impact
Casey Weldon,0.6047672,cartoon
Elmyr de Hory,0.6046374,fineart
Nan Goldin,0.6046119,digipa-high-impact
Charles McAuley,0.6045995,fineart
Archibald Skirving,0.6044234,fineart
Elizabeth York Brunton,0.6043737,fineart
Dugald Sutherland MacColl,0.6042907,fineart
Titian,0.60426414,fineart
Ignacy Witkiewicz,0.6042259,fineart
Allie Brosh,0.6042061,digipa-high-impact
H.P. Lovecraft,0.6039597,digipa-high-impact
Andrée Ruellan,0.60395086,fineart
Ralph McQuarrie,0.60380936,fineart
Mead Schaeffer,0.6036558,fineart
Henri-Julien Dumont,0.571257,fineart
Kieron Gillen,0.6035093,fineart
Maginel Wright Enright Barney,0.6034306,nudity
Vincent Di Fate,0.6034131,fineart
Briton Rivière,0.6032918,fineart
Hajime Sorayama,0.60325956,nudity
Béla Czóbel,0.6031023,fineart
Edmund Blampied,0.603072,fineart
E. Simms Campbell,0.6030443,fineart
Hisui Sugiura,0.603034,fareast
Alan Davis,0.6029676,fineart
Glen Keane,0.60287905,cartoon
Frank Holl,0.6027312,fineart
Abbott Fuller Graves,0.6025608,fineart
Albert Servaes,0.60250103,black-white
Hovsep Pushman,0.5937487,fineart
Brian M. Viveros,0.60233414,fineart
Charles Fremont Conner,0.6023278,fineart
Francesco Furini,0.6022654,digipa-high-impact
Camille-Pierre Pambu Bodo,0.60191673,fineart
Yasushi Nirasawa,0.6016714,nudity
Charles Uzzell-Edwards,0.6014683,fineart
Abram Efimovich Arkhipov,0.60128385,fineart
Hedda Sterne,0.6011857,digipa-high-impact
Ben Aronson,0.6011548,fineart
Frank Frazetta,0.551121,nudity
Elizabeth Durack,0.6010842,fineart
Ian Miller,0.42153555,fareast
Charlie Bowater,0.4410439,special
Michael Carson,0.60039437,fineart
Walter Langley,0.6002273,fineart
Cornelis Anthonisz,0.6001956,fineart
Dorothy Elizabeth Bradford,0.6001929,fineart
J.C. Leyendecker,0.5791972,fineart
Willem van Haecht,0.59990716,fineart
Anna and Elena Balbusso,0.59955937,digipa-low-impact
Harrison Fisher,0.59952044,fineart
Bill Medcalf,0.59950054,fineart
Edward Arthur Walton,0.59945667,fineart
Alois Arnegger,0.5991994,fineart
Ray Caesar,0.59902894,digipa-high-impact
Karen Wallis,0.5990094,fineart
Emmanuel Shiu,0.51082766,digipa-med-impact
Thomas Struth,0.5988324,digipa-high-impact
Barbara Longhi,0.5985706,fineart
Richard Deacon,0.59851056,fineart
Constantin Hansen,0.5984213,fineart
Harold Shapinsky,0.5984175,fineart
George Dionysus Ehret,0.5983857,fineart
Doug Wildey,0.5983639,digipa-high-impact
Fernand Toussaint,0.5982694,fineart
Horatio Nelson Poole,0.5982614,fineart
Caesar van Everdingen,0.5981566,fineart
Eva Gonzalès,0.5981396,fineart
Franz Vohwinkel,0.5448179,fineart
Margaret Mee,0.5979592,fineart
Francis Focer Brown,0.59779185,fineart
Henry Moore,0.59767926,nudity
Scott Listfield,0.58795893,fineart
Nikolai Ge,0.5973643,fineart
Jacek Yerka,0.58198756,fineart
Margaret Brundage,0.5969077,fineart
JC Leyendecker,0.5620243,fineart
Ben Templesmith,0.5498991,digipa-high-impact
Armin Hansen,0.59669334,anime
Jean-Louis Prevost,0.5966897,fineart
Daphne Allen,0.59666026,fineart
Franz Karl Basler-Kopp,0.59663445,fineart
"Henry Ives Cobb, Jr.",0.596385,fineart
Michael Sowa,0.546285,fineart
Anna Füssli,0.59600973,fineart
György Rózsahegyi,0.59580946,fineart
Luis Royo,0.59566617,fineart
Émile Gallé,0.5955559,fineart
Antonio Mora,0.5334297,digipa-high-impact
Edward P. Beard Jr.,0.59543866,fineart
Jessica Rossier,0.54958373,special
André Thomkins,0.5343785,digipa-high-impact
David Macbeth Sutherland,0.5949968,fineart
Charles Liu,0.5949787,digipa-high-impact
Edi Rama,0.5949226,digipa-high-impact
Jacques Le Moyne,0.5948843,fineart
Egbert van der Poel,0.59488285,fineart
Georg Jensen,0.594782,digipa-high-impact
Anne Sudworth,0.5947539,fineart
Jan Pietersz Saenredam,0.59472525,fineart
Henryk Stażewski,0.5945748,fineart
André François,0.58402044,fineart
Alexander Runciman,0.5944449,digipa-high-impact
Thomas Kinkade,0.594391,fineart
Robert Williams,0.5567989,digipa-high-impact
George Gardner Symons,0.57431924,fineart
D. Alexander Gregory,0.5334464,fineart
Gerald Brom,0.52473724,fineart
Robert Hagan,0.59406,fineart
Ernest Crichlow,0.5940588,fineart
Viviane Sassen,0.5939927,digipa-high-impact
Enrique Simonet,0.5937546,fineart
Esther Blaikie MacKinnon,0.593747,digipa-high-impact
Jeff Kinney,0.59372896,scribbles
Igor Morski,0.5936732,digipa-high-impact
John Currin,0.5936216,fineart
Bob Ringwood,0.5935273,digipa-high-impact
Jordan Grimmer,0.44948143,digipa-low-impact
François Barraud,0.5933471,fineart
Helen Binyon,0.59331006,digipa-high-impact
Brenda Chamberlain,0.5932333,fineart
Candido Bido,0.59310603,fineart
Abraham Storck,0.5929502,fineart
Raphael,0.59278333,fineart
Larry Sultan,0.59273386,digipa-high-impact
Agostino Tassi,0.59265685,fineart
Alexander V. Kuprin,0.5925917,fineart
Frans Koppelaar,0.5658725,fineart
Richard Corben,0.59251785,fineart
David Gilmour Blythe,0.5924247,digipa-high-impact
František Kaván,0.5924211,fineart
Rob Liefeld,0.5921167,fineart
Ernő Rubik,0.5920297,fineart
Byeon Sang-byeok,0.59200096,fareast
Johfra Bosschart,0.5919376,fineart
Emil Lindenfeld,0.5761086,fineart
Howard Mehring,0.5917471,fineart
Gwenda Morgan,0.5915571,digipa-high-impact
Henry Asencio,0.5915404,fineart
"George Barret, Sr.",0.5914306,fineart
Andrew Ferez,0.5911011,fineart
Ed Brubaker,0.5910869,digipa-high-impact
George Reid,0.59095883,digipa-high-impact
Derek Gores,0.51769906,digipa-med-impact
Charles Rollier,0.5539186,fineart
Terry Oakes,0.590443,fineart
Thomas Blackshear,0.5078616,fineart
Albert Benois,0.5902705,nudity
Krenz Cushart,0.59026587,special
Jeff Koons,0.5902637,digipa-high-impact
Akihiko Yoshida,0.5901294,special
Anja Percival,0.45039332,digipa-low-impact
Eduard von Steinle,0.59008586,fineart
Alex Russell Flint,0.5900352,digipa-high-impact
Edward Okuń,0.5897297,fineart
Emma Lampert Cooper,0.5894849,fineart
Stuart Haygarth,0.58132994,digipa-high-impact
George French Angas,0.5434376,fineart
Edmund F. Ward,0.5892848,fineart
Eleanor Vere Boyle,0.58925456,digipa-high-impact
Evelyn Cheston,0.58924586,fineart
Edwin Dickinson,0.58921975,digipa-high-impact
Christophe Vacher,0.47325426,fineart
Anne Dewailly,0.58905107,fineart
Gertrude Greene,0.5862596,digipa-high-impact
Boris Groh,0.5888809,digipa-high-impact
Douglas Smith,0.588804,digipa-high-impact
Ian Hamilton Finlay,0.5887713,fineart
Derek Jarman,0.5887292,digipa-high-impact
Archibald Thorburn,0.5882001,fineart
Gillis d'Hondecoeter,0.58813053,fineart
I Ketut Soki,0.58801544,digipa-high-impact
Alex Schomburg,0.46614102,digipa-low-impact
Bastien L. Deharme,0.583349,special
František Jakub Prokyš,0.58782333,fineart
Jesper Ejsing,0.58782053,fineart
Odd Nerdrum,0.53551745,digipa-high-impact
Tom Lovell,0.5877577,fineart
Ayami Kojima,0.5877416,fineart
Peter Sculthorpe,0.5875696,fineart
Bernard D’Andrea,0.5874042,fineart
Denis Eden,0.58739066,digipa-high-impact
Alfons Walde,0.58728385,fineart
Jovana Rikalo,0.47006977,digipa-low-impact
Franklin Booth,0.5870834,fineart
Mat Collishaw,0.5870676,digipa-high-impact
Joseph Lorusso,0.586858,fineart
Helen Stevenson,0.454647,digipa-low-impact
Delaunay,0.58657396,fineart
H.R. Millar,0.58655745,fineart
E. Charlton Fortune,0.586376,fineart
Alson Skinner Clark,0.58631575,fineart
Stan And Jan Berenstain,0.5862361,digipa-high-impact
Howard Lyon,0.5862271,fineart
John Blanche,0.586182,fineart
Bernardo Cavallino,0.5858575,fineart
Tomasz Alen Kopera,0.5216588,fineart
Peter Gric,0.58583695,fineart
Guo Pei,0.5857794,fareast
James Turrell,0.5853901,digipa-high-impact
Alexandr Averin,0.58533764,fineart
Bertalan Székely,0.5548113,digipa-high-impact
Brothers Hildebrandt,0.5850233,fineart
Ed Roth,0.5849769,digipa-high-impact
Enki Bilal,0.58492255,fineart
Alan Lee,0.5848701,fineart
Charles H. Woodbury,0.5848688,fineart
André Charles Biéler,0.5847876,fineart
Annie Rose Laing,0.5597829,fineart
Matt Fraction,0.58463776,cartoon
Charles Alston,0.58453286,fineart
Frank Xavier Leyendecker,0.545465,fineart
Alfred Richard Gurrey,0.584306,fineart
Dan Mumford,0.5843051,cartoon
Francisco Martín,0.5842005,fineart
Alvaro Siza,0.58406967,digipa-high-impact
Frank J. Girardin,0.5839858,fineart
Henry Carr,0.58397424,digipa-high-impact
Charles Furneaux,0.58394694,fineart
Daniel F. Gerhartz,0.58389103,fineart
Gilberto Soren Zaragoza,0.5448442,fineart
Bart Sears,0.5838427,cartoon
Allison Bechdel,0.58383805,digipa-high-impact
Frank O'Meara,0.5837992,fineart
Charles Codman,0.5836579,fineart
Francisco Zúñiga,0.58359766,fineart
Vladimir Kush,0.49075457,fineart
Arnold Mesches,0.5834257,fineart
Frank McKelvey,0.5831641,fineart
Allen Butler Talcott,0.5830911,fineart
Eric Zener,0.58300316,fineart
Noah Bradley,0.44176096,digipa-low-impact
Robert Childress,0.58289623,fineart
Frances C. Fairman,0.5827239,fineart
Kathryn Morris Trotter,0.465856,digipa-low-impact
Everett Raymond Kinstler,0.5824819,fineart
Edward Mitchell Bannister,0.5804899,fineart
"George Barret, Jr.",0.5823128,fineart
Greg Hildebrandt,0.4271311,fineart
Anka Zhuravleva,0.5822078,digipa-high-impact
Rolf Armstrong,0.58217514,fineart
Eric Wallis,0.58191466,fineart
Clemens Ascher,0.5480207,digipa-high-impact
Hugo Kārlis Grotuss,0.5818766,fineart
Albert Paris Gütersloh,0.5817827,fineart
Hilda May Gordon,0.5817449,fineart
Hendrik Martenszoon Sorgh,0.5817126,fineart
Pipilotti Rist,0.5816868,digipa-high-impact
Hiroyuki Tajima,0.5816242,fareast
Igor Zenin,0.58159757,digipa-high-impact
Genevieve Springston Lynch,0.4979099,digipa-med-impact
Dan Witz,0.44476372,fineart
David Roberts,0.5255326,fineart
Frieke Janssens,0.5706969,digipa-high-impact
Arnold Schoenberg,0.56520367,fineart
Inoue Naohisa,0.5809933,fareast
Elfriede Lohse-Wächtler,0.58097905,fineart
Alex Ross,0.42460668,digipa-low-impact
Robert Irwin,0.58078,c
Charles Angrand,0.58077514,fineart
Anne Nasmyth,0.54221964,fineart
Henri Bellechose,0.5773891,fineart
De Hirsh Margules,0.58059025,fineart
Hiromitsu Takahashi,0.5805599,fareast
Ilya Kuvshinov,0.5805521,special
Cassius Marcellus Coolidge,0.5805516,c
Dorothy Burroughes,0.5804835,fineart
Emanuel de Witte,0.58027405,fineart
George Herbert Baker,0.5799624,digipa-high-impact
Cheng Zhengkui,0.57990086,fareast
Bernard Fleetwood-Walker,0.57987773,digipa-high-impact
Philippe Parreno,0.57985014,digipa-high-impact
Thornton Oakley,0.57969713,fineart
Greg Rutkowski,0.5203395,special
Ike no Taiga,0.5795857,anime
Eduardo Lefebvre Scovell,0.5795808,fineart
Adolfo Müller-Ury,0.57944727,fineart
Patrick Woodroffe,0.5228063,fineart
Wim Crouwel,0.57933235,digipa-high-impact
Colijn de Coter,0.5792779,fineart
François Boquet,0.57924724,fineart
Gerbrand van den Eeckhout,0.57897866,fineart
Eugenio Granell,0.5392264,fineart
Kuang Hong,0.5782304,digipa-high-impact
Justin Gerard,0.46685404,fineart
Tokujin Yoshioka,0.5779153,digipa-high-impact
Alan Bean,0.57788515,fineart
Ernest Biéler,0.5778079,fineart
Martin Deschambault,0.44401115,digipa-low-impact
Anna Boch,0.577735,fineart
Jack Davis,0.5775291,fineart
Félix Labisse,0.5775142,fineart
Greg Simkins,0.5679761,fineart
David Lynch,0.57751054,digipa-low-impact
Eizō Katō,0.5774127,digipa-high-impact
Grethe Jürgens,0.5773412,digipa-high-impact
Heinrich Bichler,0.5770147,fineart
Barbara Nasmyth,0.5446056,fineart
Domenico Induno,0.5583946,fineart
Gustave Baumann,0.5607866,fineart
Mike Mayhew,0.5765857,cartoon
Delmer J. Yoakum,0.576538,fineart
Aykut Aydogdu,0.43111503,digipa-low-impact
George Barker,0.5763551,fineart
Ernő Grünbaum,0.57634187,fineart
Eliseu Visconti,0.5763241,fineart
Esao Andrews,0.5761547,fineart
JennyBird Alcantara,0.49165845,digipa-med-impact
Joan Tuset,0.5761051,fineart
Angela Barrett,0.55976534,digipa-high-impact
Syd Mead,0.5758396,fineart
Ignacio Bazan-Lazcano,0.5757512,fineart
Franciszek Kostrzewski,0.57570386,fineart
Eero Järnefelt,0.57540673,fineart
Loretta Lux,0.56217635,digipa-high-impact
Gaudi,0.57519895,fineart
Charles Gleyre,0.57490873,fineart
Antoine Verney-Carron,0.56386137,fineart
Albert Edelfelt,0.57466495,fineart
Fabian Perez,0.57444525,fineart
Kevin Sloan,0.5737548,fineart
Stanislav Poltavsky,0.57434607,fineart
Abraham Hondius,0.574326,fineart
Tadao Ando,0.57429105,fareast
Fyodor Slavyansky,0.49796474,digipa-med-impact
David Brewster,0.57385933,digipa-high-impact
Cliff Chiang,0.57375133,digipa-high-impact
Drew Struzan,0.5317983,digipa-high-impact
Henry O. Tanner,0.5736586,fineart
Alberto Sughi,0.5736495,fineart
